"http://asu.academia.edu/AravindKumarReddyYempada","http://asu.academia.edu/AkarshCholaveti"
"http://asu.academia.edu/AravindKumarReddyYempada","http://independent.academia.edu/NaiduKA"
"http://asu.academia.edu/AravindKumarReddyYempada","http://amity.academia.edu/PrudhviTej"
"http://asu.academia.edu/AravindKumarReddyYempada","http://independent.academia.edu/dilipkumar89"
"http://asu.academia.edu/AravindKumarReddyYempada","http://independent.academia.edu/VijethaReddy"
"http://asu.academia.edu/AravindKumarReddyYempada","https://independent.academia.edu/KrishnaPusuluri"
"http://asu.academia.edu/AravindKumarReddyYempada","http://iitbhu.academia.edu/PramodhKotipalli"
"http://asu.academia.edu/AravindKumarReddyYempada","http://iitm.academia.edu/VENKATARAVIKISHOREKANAMARLAPUDI"
"http://asu.academia.edu/AravindKumarReddyYempada","http://uncc.academia.edu/VinodKumarGone"
"http://asu.academia.edu/AravindKumarReddyYempada","http://iisc.academia.edu/venkateshsasanapuri"
"http://asu.academia.edu/AravindKumarReddyYempada","http://iimcal.academia.edu/chaithanyaPadi"
"http://asu.academia.edu/AravindKumarReddyYempada","http://andhrauniversity.academia.edu/SrikanthVemulakonda"
"http://asu.academia.edu/AkarshCholaveti","http://gitam.academia.edu/Talasila"
"http://asu.academia.edu/AkarshCholaveti","http://bitmesra.academia.edu/pradeep"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/AnindyaMaiti"
"http://asu.academia.edu/AkarshCholaveti","http://vit.academia.edu/RuchirPatwa"
"http://asu.academia.edu/AkarshCholaveti","http://vit.academia.edu/BandiSailesh"
"http://asu.academia.edu/AkarshCholaveti","http://vit.academia.edu/yuvrajbeegala"
"http://asu.academia.edu/AkarshCholaveti","http://utdallas.academia.edu/RohitCh"
"http://asu.academia.edu/AkarshCholaveti","http://warwick.academia.edu/AbhinandanBalasubramanian"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/KrishnaGanesh"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/ReddappaReddy"
"http://asu.academia.edu/AkarshCholaveti","http://vit.academia.edu/HarshLal"
"http://asu.academia.edu/AkarshCholaveti","http://vit.academia.edu/TejaChunduru"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/VishnukanthBusetty"
"http://asu.academia.edu/AkarshCholaveti","https://ashokauniversity.academia.edu/VPrasath"
"http://asu.academia.edu/AkarshCholaveti","http://vit.academia.edu/DileeshAluri"
"http://asu.academia.edu/AkarshCholaveti","http://internationalmanagementnewdelhi.academia.edu/ChinmayMadan"
"http://asu.academia.edu/AkarshCholaveti","http://vit.academia.edu/BharathiArun"
"http://asu.academia.edu/AkarshCholaveti","https://bradley.academia.edu/VinodKoralla"
"http://asu.academia.edu/AkarshCholaveti","https://amrita.academia.edu/EswarGantasala"
"http://asu.academia.edu/AkarshCholaveti","http://vit.academia.edu/RaghuRam"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/ChintaAnudeep"
"http://asu.academia.edu/AkarshCholaveti","http://vit.academia.edu/LOGESHSRINIVASAN"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/ShashankReddy1"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/PavanMsd"
"http://asu.academia.edu/AkarshCholaveti","http://annauniv.academia.edu/YellinaSwathi"
"http://asu.academia.edu/AkarshCholaveti","http://virginiainternational.academia.edu/HarshaVardhanReddy"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/ArunKodnani"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/SinghMohit"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/ManuNerella"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/ChaitanyaMotla"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/VenkataSubramaniam"
"http://asu.academia.edu/AkarshCholaveti","http://iipm.academia.edu/ResuReddy"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/SatyaChirravuri"
"http://asu.academia.edu/AkarshCholaveti","http://gitam.academia.edu/ChiranjeeviJanjana"
"http://asu.academia.edu/AkarshCholaveti","http://blogspot.academia.edu/AnirudhGali"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/ShaarifZia"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/LatikaWadhwani"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/RamuPonneganti"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/DiwakarChikkala"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/SunilReddy13"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/KGovindRam"
"http://asu.academia.edu/AkarshCholaveti","http://independent.academia.edu/BadriNath"
